product_id,product_name,category,brand,seller,seller_city,price,discount_percent,final_price,rating,review_count,stock_available,units_sold,listing_date,delivery_days,weight_g,warranty_months,color,size,return_policy_days,is_returnable,payment_modes,shipping_weight_g,product_score,seller_rating
FKP0004502,Boat Series 237,Mobiles,Boat,BestBuy,Pune,58738.78,5,55801.84,2.3,32038,718,3591,2020-10-05,10,1895.35,6,Grey,XL,15,True,"UPI,CARD",2174.878233543361,25.2,3.22
FKP0004503,Samsung Ultra 532,Beauty,Samsung,UrbanRetails,Kolkata,41778.82,50,20889.41,3.4,38488,653,1309,2021-01-10,9,2006.27,24,Green,L,15,True,"COD,UPI,CARD",2266.079378371117,75.11,3.67
FKP0004504,Boat Edition 774,Mobiles,Boat,RetailHub,Kolkata,319.65,30,223.76,1.0,8516,201,4101,2018-07-02,9,307.26,6,White,L,30,True,"COD,UPI,CARD",324.02259484438054,89.27,3.91
FKP0004505,Philips Series 541,Fashion,Philips,QuickShop,Delhi,41576.2,40,24945.72,3.3,37082,759,955,2022-10-20,2,2498.05,6,Grey,M,15,True,"COD,UPI,CARD",2981.19445931512,18.8,3.03
FKP0004506,Apple Edition 581,Home & Kitchen,Apple,SuperMart,Ahmedabad,53359.28,5,50691.32,1.7,18491,288,2367,2018-01-05,1,3677.71,0,Green,S,0,False,"UPI,CARD",4042.4266507816337,96.2,3.48
FKP0004507,Adidas Edition 604,Mobiles,Adidas,MegaStore,Pune,36934.7,15,31394.49,1.2,39218,3,975,2018-08-25,2,4269.76,0,Green,M,0,False,"COD,UPI,CARD",5247.171039293135,99.63,4.4
FKP0004508,Adidas Model 714,Electronics,Adidas,BestBuy,Bengaluru,38210.08,10,34389.07,4.5,6624,175,1474,2018-01-07,6,1513.16,36,Black,XL,10,True,"COD,UPI,CARD",1771.2198511862057,20.16,3.32
FKP0004509,HP Edition 599,Appliances,HP,BestBuy,Pune,1831.96,5,1740.36,1.3,16986,562,4823,2019-05-26,9,4786.39,24,Blue,One Size,0,False,"COD,CARD",5774.612587918546,5.18,4.35
FKP0004510,LG Model 236,Appliances,LG,ValueKart,Delhi,29402.71,10,26462.44,2.8,34949,429,4002,2021-07-22,6,4302.27,24,Gold,M,30,True,"UPI,CARD",4880.789617680226,24.03,4.78
FKP0004511,Redmi Edition 466,Mobiles,Redmi,UrbanRetails,Delhi,24729.9,10,22256.91,1.2,29220,300,2928,2018-10-21,7,1395.67,12,Silver,M,15,True,"CARD,Wallet",1652.6187841143499,73.05,4.13
FKP0004512,Redmi Prime 393,Appliances,Redmi,RetailHub,Hyderabad,38984.02,10,35085.62,3.7,4574,846,4303,2022-07-01,9,189.5,6,Silver,XL,0,False,"UPI,CARD",205.34019321229465,62.88,3.29
FKP0004513,HP Series 410,Beauty,HP,MegaStore,Ahmedabad,1537.35,50,768.68,1.2,36481,412,1847,2022-11-08,3,347.23,6,Grey,L,30,True,"COD,UPI,CARD",373.36650755953355,57.75,4.72
FKP0004514,Nike Model 484,Toys,Nike,QuickShop,Delhi,42491.22,50,21245.61,1.8,41611,707,2611,2018-01-12,9,1300.59,6,Silver,S,10,True,"COD,CARD",1457.8949449596541,53.71,4.87
FKP0004515,Samsung Prime 800,Toys,Samsung,MegaStore,Mumbai,54534.15,5,51807.44,3.3,39785,452,641,2020-10-26,7,4669.16,36,Grey,S,30,True,"COD,UPI,CARD",5692.7777378948485,28.3,3.02
FKP0004516,Puma Prime 705,Appliances,Puma,QuickShop,Mumbai,39743.5,0,39743.5,4.9,4960,540,1551,2018-11-08,2,2529.01,12,Grey,N/A,7,True,"CARD,Wallet",2864.060331473443,31.81,3.88
FKP0004517,Sony Model 612,Fashion,Sony,SuperMart,Mumbai,1353.11,10,1217.8,3.8,13873,795,1332,2022-10-01,5,4976.69,6,Silver,One Size,30,True,"CARD,Wallet",6190.428999756283,30.6,3.05
FKP0004518,Apple Edition 717,Sports,Apple,SuperMart,Bengaluru,34448.19,5,32725.78,1.7,45468,496,576,2019-05-06,10,808.72,6,Gold,XL,30,True,"UPI,CARD",962.9849905599632,5.08,4.85
FKP0004519,LG Prime 522,Fashion,LG,SmartDeals,Hyderabad,59198.26,20,47358.61,3.8,17412,959,132,2019-06-11,11,781.24,6,Grey,One Size,7,True,"COD,CARD",920.0324186234957,96.21,4.09
FKP0004520,Adidas Model 164,Sports,Adidas,RetailHub,Mumbai,23499.49,0,23499.49,5.0,49936,277,4546,2023-01-31,8,2577.45,36,Red,XL,0,False,"COD,UPI,CARD",3192.336333381757,87.23,4.35
FKP0004521,Apple Edition 363,Toys,Apple,UrbanRetails,Chennai,32986.03,40,19791.62,1.2,17220,831,2345,2018-07-18,6,2060.99,0,Silver,S,7,True,"UPI,CARD",2211.4778258122587,31.33,4.42
FKP0004522,Prestige Ultra 35,Toys,Prestige,SmartDeals,Bengaluru,42381.76,20,33905.41,1.3,8749,925,744,2022-07-23,6,982.36,36,Green,One Size,15,True,"CARD,Wallet",1194.3517979943344,48.47,4.27
FKP0004523,Puma Series 504,Mobiles,Puma,MegaStore,Kolkata,29410.46,10,26469.41,1.6,43641,201,137,2022-04-23,8,72.86,24,Grey,L,10,True,"COD,UPI,CARD",77.32411367746172,68.89,4.57
FKP0004524,Redmi Series 117,Home & Kitchen,Redmi,ValueKart,Ahmedabad,37127.58,10,33414.82,3.0,9368,250,143,2020-04-09,2,3013.4,12,Red,L,7,True,"COD,UPI,CARD",3656.8298929587013,35.43,3.04
FKP0004525,Prestige Series 312,Electronics,Prestige,SmartDeals,Hyderabad,24438.41,30,17106.89,3.9,16685,12,3814,2018-01-20,1,1338.56,0,Red,L,15,True,"COD,CARD",1656.7309648870441,55.83,4.36
FKP0004526,LG Prime 435,Fashion,LG,SuperMart,Bengaluru,18047.32,15,15340.22,3.0,15615,304,1157,2021-05-08,11,57.91,36,Red,M,7,True,"CARD,Wallet",68.17665160824674,79.02,4.58
FKP0004527,Sony Edition 952,Beauty,Sony,UrbanRetails,Hyderabad,56195.86,10,50576.27,4.8,8962,433,237,2021-11-04,8,2843.38,12,Silver,M,15,True,"CARD,Wallet",3332.5487610533796,4.14,3.75
FKP0004528,Apple Prime 994,Sports,Apple,SuperMart,Bengaluru,4382.02,15,3724.72,3.3,37690,23,880,2021-06-12,8,713.73,36,White,XL,0,False,"CARD,Wallet",871.0273804117875,84.19,3.93
FKP0004529,LG Ultra 97,Appliances,LG,BestBuy,Pune,42935.05,10,38641.55,3.8,38596,456,205,2018-02-20,11,4630.72,12,Blue,M,7,True,"UPI,CARD",4944.297711280108,79.81,3.66
FKP0004530,Reebok Model 128,Beauty,Reebok,QuickShop,Ahmedabad,56645.32,30,39651.72,4.4,44595,992,3061,2021-03-27,7,56.94,12,Red,S,10,True,"COD,UPI,CARD",64.63425809373399,60.83,3.31
FKP0004531,Prestige Series 861,Home & Kitchen,Prestige,SmartDeals,Kolkata,31917.16,5,30321.3,5.0,44048,266,4894,2020-08-08,3,1089.94,6,Red,N/A,0,False,"COD,UPI,CARD",1163.9133083792858,2.23,4.58
FKP0004532,Adidas Model 973,Sports,Adidas,BestBuy,Bengaluru,13385.64,15,11377.79,1.3,15873,175,2856,2019-12-13,6,3832.16,0,White,One Size,30,True,"COD,UPI,CARD",4764.74465581809,17.36,3.38
FKP0004533,Apple Edition 757,Fashion,Apple,RetailHub,Mumbai,15163.17,20,12130.54,2.9,7205,392,4626,2020-09-28,11,1489.78,0,White,M,15,True,"COD,CARD",1761.9665681511942,88.24,4.53
FKP0004534,Puma Model 155,Mobiles,Puma,RetailHub,Mumbai,4041.26,0,4041.26,1.3,7579,600,1708,2021-12-13,11,1298.59,12,Gold,N/A,30,True,"UPI,CARD",1455.4792882203724,5.18,3.6
FKP0004535,HP Prime 366,Beauty,HP,UrbanRetails,Mumbai,5061.32,30,3542.92,4.5,5435,245,3767,2020-12-01,5,4271.86,12,Green,S,30,True,"COD,CARD",4647.878707101687,8.41,4.87
FKP0004536,LG Series 329,Home & Kitchen,LG,BestBuy,Chennai,36208.02,50,18104.01,3.2,37503,161,3012,2020-12-31,7,2930.19,24,Blue,L,7,True,"CARD,Wallet",3276.3853527250676,58.72,3.43
FKP0004537,Puma Edition 361,Fashion,Puma,SmartDeals,Pune,8467.81,50,4233.9,1.4,29468,215,3664,2022-07-10,10,628.13,24,Grey,S,10,True,"COD,UPI,CARD",749.5181939340554,3.85,4.32
FKP0004538,Dell Model 476,Toys,Dell,QuickShop,Delhi,58029.01,30,40620.31,1.1,41859,609,2820,2022-06-20,8,2585.75,0,Green,L,0,False,"UPI,CARD",3013.227455455016,2.03,4.45
FKP0004539,Reebok Ultra 813,Toys,Reebok,BestBuy,Delhi,53434.65,50,26717.32,1.8,48443,864,1980,2019-12-26,1,4614.14,24,Silver,One Size,15,True,"CARD,Wallet",5566.68502883387,2.84,3.29
FKP0004540,Apple Prime 221,Fashion,Apple,UrbanRetails,Hyderabad,28710.56,10,25839.5,4.2,10974,181,4743,2018-08-22,1,2011.92,24,Red,One Size,15,True,"COD,CARD",2263.471697509887,81.23,4.17
FKP0004541,LG Ultra 543,Fashion,LG,ValueKart,Chennai,23643.4,20,18914.72,4.8,15189,62,2538,2022-12-21,2,633.98,6,Blue,S,7,True,"UPI,CARD",786.5901257869591,12.07,3.59
FKP0004542,Redmi Series 504,Fashion,Redmi,SuperMart,Hyderabad,54886.36,20,43909.09,4.0,19201,15,2419,2020-03-31,8,3656.5,36,Grey,M,7,True,"CARD,Wallet",4180.052782625479,10.36,4.1
FKP0004543,Prestige Model 366,Sports,Prestige,RetailHub,Kolkata,49372.03,50,24686.02,3.3,3830,856,1711,2020-03-27,2,1070.06,36,Black,M,0,False,"CARD,Wallet",1304.030405054748,59.26,4.46
FKP0004544,Boat Edition 497,Fashion,Boat,BestBuy,Hyderabad,35077.46,0,35077.46,2.4,13839,667,319,2018-06-22,8,3622.1,24,Red,N/A,15,True,"COD,UPI,CARD",4019.4528191084833,22.29,4.83
FKP0004545,Redmi Model 109,Beauty,Redmi,QuickShop,Chennai,37981.54,20,30385.23,3.6,33169,757,929,2021-02-26,9,1975.47,24,Gold,XL,0,False,"COD,UPI,CARD",2309.8593990316513,14.92,4.57
FKP0004546,LG Series 458,Home & Kitchen,LG,SmartDeals,Kolkata,39378.7,15,33471.89,3.3,1096,526,4730,2018-02-07,7,467.55,36,Blue,S,30,True,"UPI,CARD",555.2335251290401,53.79,4.46
FKP0004547,Apple Edition 749,Sports,Apple,MegaStore,Chennai,11397.0,50,5698.5,3.7,45721,327,625,2020-10-18,3,3051.48,12,Red,S,30,True,"UPI,CARD",3553.892076921592,19.76,3.86
FKP0004548,Boat Edition 723,Fashion,Boat,SmartDeals,Chennai,40269.27,5,38255.81,3.5,38653,810,1232,2022-12-08,5,2950.62,24,Silver,XL,15,True,"COD,CARD",3300.171154463239,47.77,3.15
FKP0004549,Philips Model 473,Electronics,Philips,RetailHub,Delhi,30779.29,10,27701.36,2.5,23651,312,2906,2020-03-22,11,3272.26,24,Red,XL,30,True,"COD,UPI,CARD",3622.606987426728,55.73,3.8
FKP0004550,Nike Ultra 336,Appliances,Nike,SuperMart,Kolkata,19998.34,15,16998.59,2.9,30333,262,4560,2019-06-18,3,4919.4,0,Black,L,7,True,"UPI,CARD",5480.303057850267,6.55,3.0
FKP0004551,Dell Series 78,Electronics,Dell,UrbanRetails,Pune,29521.4,40,17712.84,1.4,17872,733,1185,2019-10-02,11,2342.03,6,White,L,0,False,"COD,CARD",2883.7087870989676,99.85,3.87
FKP0004552,Sony Edition 317,Home & Kitchen,Sony,SuperMart,Hyderabad,35366.78,10,31830.1,1.8,29831,780,2861,2019-06-29,11,4986.36,6,Green,S,7,True,"COD,CARD",6146.205866760607,36.91,3.68
FKP0004553,Sony Prime 55,Toys,Sony,BestBuy,Delhi,24804.73,40,14882.84,3.3,27302,571,4776,2023-01-09,5,3402.05,12,Silver,XL,30,True,"CARD,Wallet",3667.9100090965494,54.32,3.8
FKP0004554,Samsung Model 839,Mobiles,Samsung,BestBuy,Chennai,21685.57,10,19517.01,3.4,24381,918,1811,2021-05-12,8,2461.21,24,Blue,N/A,10,True,"COD,CARD",2844.2307960570456,69.15,3.15
FKP0004555,Samsung Prime 737,Mobiles,Samsung,BestBuy,Ahmedabad,22339.61,10,20105.65,4.9,19567,623,2857,2018-04-09,8,1125.85,36,Black,One Size,0,False,"COD,UPI,CARD",1318.8493388487175,36.66,3.5
FKP0004556,Nike Prime 127,Appliances,Nike,SuperMart,Ahmedabad,36969.06,10,33272.15,4.5,29878,922,3718,2019-07-29,6,1834.56,0,Silver,S,30,True,"CARD,Wallet",2193.204975533728,35.61,3.12
FKP0004557,Dell Model 33,Toys,Dell,MegaStore,Pune,42241.4,15,35905.19,3.2,42815,920,3067,2019-04-03,8,3177.95,12,Silver,M,0,False,"UPI,CARD",3486.59126220536,97.37,3.32
FKP0004558,LG Edition 879,Sports,LG,MegaStore,Ahmedabad,24887.97,30,17421.58,4.6,37969,89,1031,2022-05-25,5,1356.08,36,Red,M,15,True,"UPI,CARD",1561.2617511003139,47.27,4.97
FKP0004559,LG Ultra 361,Sports,LG,SuperMart,Chennai,59046.78,5,56094.44,2.8,39498,145,3412,2021-04-23,5,1984.72,24,Black,XL,10,True,"CARD,Wallet",2468.6155801967925,40.45,4.02
FKP0004560,HP Edition 673,Sports,HP,UrbanRetails,Bengaluru,56072.62,10,50465.36,1.8,26003,550,2175,2019-08-15,5,489.94,36,Grey,N/A,10,True,"UPI,CARD",565.953531020862,81.05,3.97
FKP0004561,Samsung Model 121,Mobiles,Samsung,QuickShop,Ahmedabad,24257.45,30,16980.22,1.8,14550,264,1274,2022-03-06,10,352.57,36,Silver,One Size,30,True,"CARD,Wallet",398.4797785649766,67.99,3.86
FKP0004562,Nike Edition 703,Electronics,Nike,UrbanRetails,Ahmedabad,45326.98,15,38527.93,2.4,15601,544,1484,2021-10-07,9,4127.72,12,Grey,M,7,True,"COD,CARD",4817.155551833461,89.06,4.13
FKP0004563,Samsung Edition 829,Mobiles,Samsung,UrbanRetails,Bengaluru,34057.08,15,28948.52,1.8,9939,743,3406,2021-12-17,4,1962.19,36,Gold,L,7,True,"COD,CARD",2395.9972768790844,56.87,4.18
FKP0004564,Puma Prime 178,Beauty,Puma,UrbanRetails,Delhi,43081.9,5,40927.8,2.9,35048,328,1183,2023-01-01,7,4227.37,0,White,M,30,True,"CARD,Wallet",4969.215810716411,17.53,4.23
FKP0004565,HP Series 962,Fashion,HP,SmartDeals,Bengaluru,19688.86,5,18704.42,2.3,25504,49,4846,2022-12-22,6,97.1,36,Gold,N/A,10,True,"COD,UPI,CARD",117.7073012616669,33.88,4.33
FKP0004566,LG Ultra 768,Sports,LG,QuickShop,Bengaluru,45503.86,30,31852.7,3.3,22063,461,237,2020-03-27,2,2062.8,12,Blue,N/A,0,False,"CARD,Wallet",2236.9660719813182,42.89,3.35
FKP0004567,LG Edition 259,Electronics,LG,SuperMart,Ahmedabad,14721.09,10,13248.98,1.4,7096,872,3096,2022-01-09,11,4839.19,6,Gold,XL,15,True,"CARD,Wallet",5132.080619970946,9.62,4.5
FKP0004568,Boat Ultra 538,Home & Kitchen,Boat,QuickShop,Bengaluru,7272.36,40,4363.42,1.7,11585,309,669,2018-06-03,9,2786.12,12,Grey,L,7,True,"COD,CARD",3170.928287813087,29.82,3.99
FKP0004569,Samsung Edition 188,Appliances,Samsung,ValueKart,Mumbai,429.43,20,343.54,1.9,20894,927,981,2020-06-08,9,4741.95,12,Gold,L,10,True,"COD,CARD",5275.0035553640755,83.73,4.31
FKP0004570,Boat Model 575,Home & Kitchen,Boat,UrbanRetails,Hyderabad,5293.8,5,5029.11,2.8,17675,528,2956,2023-05-18,2,2394.54,24,Gold,M,0,False,"COD,CARD",2778.541692719459,21.35,3.31
FKP0004571,Dell Edition 173,Fashion,Dell,SuperMart,Hyderabad,42671.8,0,42671.8,4.1,45483,802,2474,2021-08-17,3,1954.05,6,Red,N/A,15,True,"CARD,Wallet",2066.5008130874203,59.39,4.46
FKP0004572,LG Model 348,Electronics,LG,UrbanRetails,Hyderabad,40975.25,5,38926.49,1.9,13894,124,3426,2018-10-17,2,190.6,36,Grey,XL,30,True,"UPI,CARD",205.4846532554659,61.03,3.2
FKP0004573,HP Model 583,Mobiles,HP,RetailHub,Hyderabad,26083.86,40,15650.32,4.2,27965,669,367,2018-09-14,8,945.67,36,Red,L,7,True,"COD,UPI,CARD",1079.610704812509,76.43,4.72
FKP0004574,Puma Ultra 446,Mobiles,Puma,BestBuy,Ahmedabad,26182.03,0,26182.03,1.0,48868,95,3767,2021-11-13,5,2687.06,12,Grey,L,15,True,"COD,UPI,CARD",3219.03770952248,21.18,3.96
FKP0004575,Philips Prime 991,Beauty,Philips,ValueKart,Kolkata,37867.61,50,18933.8,1.6,13918,495,1683,2018-12-12,9,608.77,0,Green,XL,7,True,"COD,UPI,CARD",696.576526472715,61.9,4.89
FKP0004576,Sony Prime 483,Beauty,Sony,SmartDeals,Chennai,41850.3,10,37665.27,3.5,49206,930,1628,2020-08-12,9,2442.74,24,Black,S,10,True,"UPI,CARD",2619.409976166067,96.78,3.0
FKP0004577,Nike Model 247,Mobiles,Nike,UrbanRetails,Bengaluru,28366.35,50,14183.18,1.3,25248,433,2240,2021-11-13,5,1167.7,6,White,One Size,7,True,"COD,CARD",1281.3948627345947,38.91,3.02
FKP0004578,Samsung Prime 826,Home & Kitchen,Samsung,ValueKart,Ahmedabad,42550.25,10,38295.22,2.7,43758,562,3769,2022-09-17,1,4848.65,0,Blue,S,0,False,"UPI,CARD",5374.896199443428,78.55,4.53
FKP0004579,Reebok Edition 424,Appliances,Reebok,QuickShop,Chennai,916.78,40,550.07,2.2,35280,301,4852,2022-12-11,7,4062.41,0,Grey,M,30,True,"CARD,Wallet",4893.0430943302645,38.34,4.31
FKP0004580,Philips Prime 654,Sports,Philips,ValueKart,Hyderabad,53481.59,0,53481.59,1.2,42905,378,602,2020-06-28,5,3573.55,0,Blue,L,0,False,"CARD,Wallet",4188.782570466817,75.05,3.0
FKP0004581,Reebok Edition 198,Home & Kitchen,Reebok,MegaStore,Hyderabad,2797.46,20,2237.97,1.1,33533,838,711,2018-09-28,2,1366.62,24,Silver,XL,10,True,"COD,UPI,CARD",1493.1492614916872,23.55,4.42
FKP0004582,Prestige Ultra 200,Appliances,Prestige,QuickShop,Delhi,26427.51,15,22463.38,4.2,24951,302,3876,2020-06-02,10,2736.74,12,Red,XL,10,True,"COD,CARD",3061.6439387503656,37.95,3.71
FKP0004583,Apple Ultra 665,Beauty,Apple,QuickShop,Kolkata,6771.39,10,6094.25,4.6,7050,248,4873,2018-08-03,4,4050.27,12,White,XL,7,True,"CARD,Wallet",4859.696055727889,35.71,4.7
FKP0004584,LG Edition 683,Fashion,LG,MegaStore,Kolkata,2354.24,30,1647.97,4.1,27772,905,3718,2018-02-08,1,2073.7,24,Blue,M,10,True,"CARD,Wallet",2367.3662567292017,59.87,4.95
FKP0004585,Sony Edition 452,Appliances,Sony,ValueKart,Kolkata,53045.39,40,31827.23,2.6,49757,457,1766,2019-11-29,9,729.71,0,Blue,One Size,7,True,"CARD,Wallet",812.5586963816339,70.33,4.49
FKP0004586,Reebok Prime 415,Mobiles,Reebok,QuickShop,Kolkata,48239.76,30,33767.83,3.1,33900,178,3430,2019-07-05,5,1493.02,24,Black,N/A,30,True,"UPI,CARD",1848.8137940423949,97.31,3.3
FKP0004587,Prestige Ultra 39,Beauty,Prestige,UrbanRetails,Kolkata,37098.13,15,31533.41,4.5,38308,561,2985,2022-05-18,9,853.08,12,Red,S,10,True,"COD,UPI,CARD",931.5903498547673,73.96,3.39
FKP0004588,Philips Series 765,Beauty,Philips,QuickShop,Ahmedabad,20610.24,5,19579.73,3.9,7602,97,4813,2021-08-20,6,1939.67,6,Gold,L,0,False,"COD,UPI,CARD",2091.234103005247,77.76,4.08
FKP0004589,HP Series 638,Sports,HP,SmartDeals,Pune,32052.64,10,28847.38,3.9,25737,587,1555,2022-06-10,2,4496.08,6,Black,N/A,15,True,"COD,CARD",4831.788655004482,50.18,4.91
FKP0004590,Whirlpool Edition 914,Mobiles,Whirlpool,BestBuy,Delhi,53435.3,40,32061.18,3.1,7648,439,4705,2022-10-22,7,4849.86,24,Silver,L,30,True,"UPI,CARD",5200.237509369694,20.14,3.18
FKP0004591,Sony Prime 212,Sports,Sony,RetailHub,Delhi,13021.62,15,11068.38,3.9,45735,685,5,2023-04-23,5,3177.82,36,Silver,N/A,7,True,"COD,CARD",3436.2808545123694,19.5,4.46
FKP0004592,Whirlpool Edition 470,Mobiles,Whirlpool,BestBuy,Chennai,47697.83,20,38158.26,4.7,21092,377,1415,2018-03-19,8,2508.99,36,White,N/A,15,True,"COD,CARD",2789.460434852614,49.23,4.38
FKP0004593,Redmi Series 616,Sports,Redmi,SmartDeals,Ahmedabad,12618.26,15,10725.52,2.6,35396,232,4353,2018-12-13,11,4015.34,12,Green,L,0,False,"CARD,Wallet",4487.874318874777,69.95,3.53
FKP0004594,Prestige Series 449,Appliances,Prestige,BestBuy,Bengaluru,50616.51,20,40493.21,1.8,49155,372,2922,2022-01-23,1,1732.69,12,Grey,L,10,True,"UPI,CARD",2086.2259164014304,79.68,3.23
FKP0004595,Apple Edition 408,Home & Kitchen,Apple,QuickShop,Bengaluru,54186.68,30,37930.68,2.8,20327,425,583,2020-02-21,7,2519.41,24,Black,XL,0,False,"CARD,Wallet",3007.7126455689718,15.15,3.21
FKP0004596,Boat Edition 14,Fashion,Boat,UrbanRetails,Delhi,32616.55,10,29354.9,2.4,35944,399,4550,2018-02-09,6,1325.11,0,Green,N/A,30,True,"UPI,CARD",1634.4355442589945,34.33,3.28
FKP0004597,Philips Model 731,Fashion,Philips,UrbanRetails,Ahmedabad,50694.15,20,40555.32,3.2,13788,814,4897,2022-03-08,5,544.06,6,Green,N/A,15,True,"COD,CARD",626.8170397755273,99.82,3.84
FKP0004598,Redmi Prime 229,Mobiles,Redmi,QuickShop,Hyderabad,44002.99,15,37402.54,2.4,17117,555,2708,2022-10-06,5,3899.67,12,Red,One Size,15,True,"COD,CARD",4549.070652149366,29.4,3.88
FKP0004599,Philips Series 220,Electronics,Philips,MegaStore,Hyderabad,58956.88,5,56009.04,2.6,4225,792,3515,2019-01-04,1,1255.0,24,Red,XL,30,True,"COD,UPI,CARD",1341.6297915965433,31.15,4.55
FKP0004600,Boat Series 295,Toys,Boat,UrbanRetails,Kolkata,10459.3,0,10459.3,4.2,4599,714,734,2020-12-07,9,2780.86,0,White,N/A,0,False,"COD,UPI,CARD",3169.449858972074,45.16,4.43
FKP0004601,Boat Ultra 780,Beauty,Boat,UrbanRetails,Hyderabad,27570.94,5,26192.39,3.1,43396,686,2301,2021-08-23,5,1893.33,36,Gold,S,7,True,"COD,UPI,CARD",2209.754927316291,25.36,4.02
FKP0004602,Dell Edition 730,Beauty,Dell,BestBuy,Ahmedabad,14432.73,0,14432.73,1.7,2435,18,2045,2019-09-12,9,4254.67,12,Black,XL,30,True,"CARD,Wallet",5274.937539753583,89.5,3.67
FKP0004603,Nike Ultra 838,Mobiles,Nike,SmartDeals,Ahmedabad,38814.01,0,38814.01,1.8,38573,393,3800,2022-10-10,6,4858.47,24,Green,N/A,10,True,"COD,UPI,CARD",5804.06244378349,48.99,4.08
FKP0004604,Dell Edition 825,Appliances,Dell,BestBuy,Pune,29329.29,0,29329.29,4.3,18372,721,2421,2022-06-17,11,1949.34,0,Black,XL,15,True,"CARD,Wallet",2150.389191829066,21.52,3.41
FKP0004605,Prestige Prime 74,Sports,Prestige,QuickShop,Mumbai,31520.97,15,26792.82,4.9,35420,273,2553,2020-04-24,1,4141.26,0,Blue,L,7,True,"CARD,Wallet",5028.406766390542,89.75,3.79
FKP0004606,Philips Series 601,Electronics,Philips,UrbanRetails,Kolkata,18350.84,10,16515.76,4.0,42338,940,708,2019-12-30,7,3064.85,12,Black,XL,15,True,"UPI,CARD",3448.355292456578,97.74,3.44
FKP0004607,HP Model 114,Home & Kitchen,HP,QuickShop,Chennai,42064.71,15,35755.0,1.1,35627,61,2756,2022-01-16,4,3183.32,6,Grey,XL,0,False,"UPI,CARD",3841.4000175851597,10.22,3.1
FKP0004608,Reebok Model 828,Sports,Reebok,ValueKart,Mumbai,30064.08,0,30064.08,2.1,21722,56,2148,2019-11-10,5,449.25,36,Grey,N/A,0,False,"COD,UPI,CARD",506.6688200932759,86.78,3.63
FKP0004609,Reebok Prime 902,Sports,Reebok,QuickShop,Ahmedabad,3136.04,0,3136.04,3.9,2823,518,2173,2021-04-12,1,1432.39,12,Silver,S,15,True,"COD,UPI,CARD",1739.067614157737,78.27,4.05
FKP0004610,Redmi Ultra 559,Mobiles,Redmi,UrbanRetails,Chennai,54397.37,50,27198.68,2.5,42066,263,4371,2018-10-19,8,4429.91,0,Silver,One Size,30,True,"CARD,Wallet",5257.193804180194,7.98,4.28
FKP0004611,Prestige Edition 201,Mobiles,Prestige,SuperMart,Pune,12773.95,40,7664.37,4.8,7858,506,11,2023-01-24,7,3869.85,0,Black,XL,10,True,"COD,CARD",4699.375222196416,32.93,4.5
FKP0004612,Puma Prime 384,Appliances,Puma,BestBuy,Hyderabad,47360.9,10,42624.81,4.0,38556,178,402,2018-07-06,8,3132.4,36,Black,S,30,True,"CARD,Wallet",3582.1872995045483,6.25,4.62
FKP0004613,LG Series 343,Beauty,LG,SuperMart,Chennai,52003.84,15,44203.26,1.4,25304,171,4974,2021-12-19,7,3443.3,36,White,One Size,30,True,"UPI,CARD",3618.1070805322956,55.99,3.67
FKP0004614,Samsung Ultra 211,Mobiles,Samsung,RetailHub,Ahmedabad,22732.51,5,21595.88,3.7,23272,200,2937,2020-12-22,11,2367.49,0,Blue,One Size,30,True,"UPI,CARD",2909.658123775491,31.83,4.51
FKP0004615,Boat Prime 478,Mobiles,Boat,SuperMart,Chennai,55026.7,20,44021.36,2.3,42948,508,2863,2021-04-18,2,1454.41,36,White,One Size,0,False,"UPI,CARD",1592.9604094598767,54.63,4.43
FKP0004616,Dell Series 126,Mobiles,Dell,BestBuy,Bengaluru,48805.5,5,46365.22,1.6,5232,314,719,2019-10-12,3,651.95,36,Red,M,7,True,"COD,CARD",811.6145284948764,59.56,3.41
FKP0004617,LG Series 278,Appliances,LG,SuperMart,Chennai,45907.66,50,22953.83,2.0,18941,429,941,2020-02-24,1,1837.51,24,Gold,L,0,False,"COD,UPI,CARD",1981.0060311886418,19.47,3.77
FKP0004618,HP Edition 696,Beauty,HP,MegaStore,Ahmedabad,46841.07,10,42156.96,1.1,45068,959,2274,2021-01-12,1,1630.7,0,White,M,15,True,"UPI,CARD",1948.9103581869642,98.05,4.19
FKP0004619,Samsung Prime 893,Home & Kitchen,Samsung,MegaStore,Bengaluru,26430.35,40,15858.21,4.3,28717,243,1563,2020-11-04,9,599.37,24,Blue,L,10,True,"COD,CARD",676.2374617075434,33.18,4.49
FKP0004620,Reebok Ultra 511,Home & Kitchen,Reebok,RetailHub,Hyderabad,23096.01,40,13857.61,4.7,45766,757,1558,2022-07-14,3,851.29,12,Silver,M,7,True,"COD,CARD",986.564874272284,16.92,3.59
FKP0004621,HP Prime 550,Toys,HP,MegaStore,Ahmedabad,27029.38,50,13514.69,2.7,26049,417,4773,2020-03-31,10,3697.62,36,Blue,S,0,False,"COD,CARD",4586.177611752593,3.54,3.32
FKP0004622,Puma Prime 999,Toys,Puma,QuickShop,Mumbai,43031.67,50,21515.84,2.3,47261,272,70,2023-01-24,5,753.51,36,Blue,N/A,30,True,"UPI,CARD",895.302353112696,80.91,3.23
